Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
40371114,09/24/2018 12:00:00 AM,07/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10452,975 WALTON AVENUE,WALTON AVENUE,EAST 161 STREET,EAST 164 STREET,,,ADDRESS,BRONX,,N/A,Pending,10/24/2018 08:24:19 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/24/2018 08:33:01 AM,04 BRONX,2024760022,BRONX,1005614,241459,PHONE,Unspecified,BRONX,,,,,,,,40.829398797965425,-73.92280191014713,"(40.829398797965425, -73.92280191014713)"
40372215,09/24/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,10002,135 ELDRIDGE STREET,ELDRIDGE STREET,BROOME STREET,DELANCEY STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,10/24/2018 02:50:30 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/24/2018 02:53:57 AM,03 MANHATTAN,1004190066,MANHATTAN,986594,201226,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.718995302943455,-73.99154406716201,"(40.718995302943455, -73.99154406716201)"
40372216,09/25/2018 12:00:00 AM,07/23/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216,1059 BERGEN STREET,BERGEN STREET,ROGERS AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/25/2018 01:37:20 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/23/2018 12:00:00 AM,08 BROOKLYN,3012120061,BROOKLYN,997785,185628,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67617238875205,-73.95120410954186,"(40.67617238875205, -73.95120410954186)"
40372285,09/24/2018 12:00:00 AM,09/18/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11207,545 BRADFORD STREET,BRADFORD STREET,DUMONT AVENUE,LIVONIA AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/24/2018 02:55:53 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/24/2018 03:01:29 PM,05 BROOKLYN,3038100001,BROOKLYN,1014665,181799,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66562074606971,-73.89036626930964,"(40.66562074606971, -73.89036626930964)"
40372287,09/24/2018 12:00:00 AM,09/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11411,,,,,116 AVENUE,226 STREET,INTERSECTION,Cambria Heights,,N/A,Closed,10/24/2018 09:55:50 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/27/2018 12:00:00 AM,13 QUEENS,,QUEENS,1058009,192669,PHONE,Unspecified,QUEENS,,,,,,,,40.69520129756555,-73.73401044306776,"(40.69520129756555, -73.73401044306776)"
40372286,09/24/2018 12:00:00 AM,09/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11413,186-28 122 AVENUE,122 AVENUE,NELLIS STREET,MILBURN STREET,,,ADDRESS,Springfield Gardens,,N/A,Closed,10/24/2018 01:54:54 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/27/2018 12:00:00 AM,12 QUEENS,4127020050,QUEENS,1050892,188337,PHONE,Unspecified,QUEENS,,,,,,,,40.68336745337994,-73.75971847005448,"(40.68336745337994, -73.75971847005448)"
40380145,09/25/2018 12:00:00 AM,10/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11223,CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,AVENUE V,GRAVESEND NECK ROAD,,,BLOCKFACE,BROOKLYN,,N/A,Closed,10/25/2018 01:46:17 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/01/2018 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
40388422,09/26/2018 12:00:00 AM,10/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10463,3470 CANNON PLACE,CANNON PLACE,,,,,LATLONG,BRONX,,N/A,Closed,10/26/2018 08:37:39 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/01/2018 12:00:00 AM,Unspecified BRONX,,BRONX,1012493,260441,MOBILE,Unspecified,BRONX,,,,,,,,40.88147936676934,-73.8978649223105,"(40.88147936676934, -73.8978649223105)"
40388423,09/26/2018 12:00:00 AM,10/02/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10467,769 ARNOW AVENUE,ARNOW AVENUE,HOLLAND AVENUE,WALLACE AVENUE,,,ADDRESS,BRONX,,N/A,Closed,10/26/2018 11:19:56 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/02/2018 12:00:00 AM,11 BRONX,2045480001,BRONX,1021687,255489,PHONE,Unspecified,BRONX,,,,,,,,40.867853456050575,-73.86464440497484,"(40.867853456050575, -73.86464440497484)"
40350882,09/22/2018 12:00:00 AM,09/22/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10309,691 CORRELL AVENUE,CORRELL AVENUE,,,,,LATLONG,STATEN ISLAND,,N/A,Closed,10/22/2018 09:35:54 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/22/2018 09:40:26 AM,Unspecified STATEN ISLAND,,STATEN ISLAND,924263,138269,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.545989195134105,-74.21584183829331,"(40.545989195134105, -74.21584183829331)"
40352240,09/22/2018 12:00:00 AM,10/05/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11221,1225 PUTNAM AVENUE,PUTNAM AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/22/2018 09:52:14 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/05/2018 12:00:00 AM,04 BROOKLYN,,BROOKLYN,1007669,191170,PHONE,Unspecified,BROOKLYN,,,,,,,,40.691363277428295,-73.91555142746586,"(40.691363277428295, -73.91555142746586)"
40357192,09/23/2018 12:00:00 AM,09/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11372,,,,,NORTHERN BOULEVARD,86 STREET,INTERSECTION,Jackson Heights,,N/A,Closed,10/23/2018 08:38:35 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/27/2018 12:00:00 AM,03 QUEENS,,QUEENS,1017039,214712,PHONE,Unspecified,QUEENS,,,,,,,,40.75595054841129,-73.88164868289849,"(40.75595054841129, -73.88164868289849)"
40358472,09/23/2018 12:00:00 AM,08/08/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10025,204 WEST   95 STREET,WEST   95 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Pending,10/23/2018 06:05:10 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/23/2018 06:12:18 PM,07 MANHATTAN,,MANHATTAN,992236,228371,PHONE,Unspecified,MANHATTAN,,,,,,,,40.79349810825447,-73.97115842460289,"(40.79349810825447, -73.97115842460289)"
40360151,09/23/2018 12:00:00 AM,09/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11372,,,,,NORTHERN BOULEVARD,91 STREET,INTERSECTION,Jackson Heights,,N/A,Closed,10/23/2018 08:28:47 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/27/2018 12:00:00 AM,03 QUEENS,,QUEENS,1018327,214892,PHONE,Unspecified,QUEENS,,,,,,,,40.75643973185499,-73.87699876331723,"(40.75643973185499, -73.87699876331723)"
40364637,09/24/2018 12:00:00 AM,06/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10036,503 WEST   47 STREET,WEST   47 STREET,10 AVENUE,AMTRAK RAILROAD,,,ADDRESS,NEW YORK,,N/A,Pending,10/24/2018 02:33:52 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/24/2018 02:41:09 PM,04 MANHATTAN,1010760028,MANHATTAN,985981,217282,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76306516785387,-73.99375132052076,"(40.76306516785387, -73.99375132052076)"
40364638,09/24/2018 12:00:00 AM,08/31/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Hospital,10463,311 WEST  231 STREET,WEST  231 STREET,TIBBETT AVENUE,IRWIN AVENUE,,,ADDRESS,BRONX,,N/A,Pending,10/24/2018 02:05:18 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/24/2018 02:09:07 PM,08 BRONX,2057140141,BRONX,1009447,260298,ONLINE,Unspecified,BRONX,,,,,,,,40.881096098655526,-73.90888069263292,"(40.881096098655526, -73.90888069263292)"
40364639,09/24/2018 12:00:00 AM,10/04/2018 02:28:24 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10025,,,,,CENTRAL PARK WEST,WEST 104 STREET,INTERSECTION,NEW YORK,,N/A,Closed,10/24/2018 05:20:44 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/04/2018 02:28:24 PM,07 MANHATTAN,,MANHATTAN,995054,229553,PHONE,Unspecified,MANHATTAN,,,,,,,,40.796739381719725,-73.9609792690742,"(40.796739381719725, -73.9609792690742)"
40364698,09/24/2018 12:00:00 AM,09/11/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11237,315 HARMAN STREET,HARMAN STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/24/2018 11:17:03 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/11/2018 12:00:00 AM,04 BROOKLYN,3032790041,BROOKLYN,1006843,194417,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.700277681727684,-73.91851907857439,"(40.700277681727684, -73.91851907857439)"
40395689,09/27/2018 12:00:00 AM,10/02/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10452,1195 ANDERSON AVENUE,ANDERSON AVENUE,WEST 167 STREET,SHAKESPEARE AVENUE,,,ADDRESS,BRONX,,N/A,Closed,10/27/2018 02:26:16 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/02/2018 12:00:00 AM,04 BRONX,2025100040,BRONX,1005403,244229,PHONE,Unspecified,BRONX,,,,,,,,40.83700215523768,-73.92355561618771,"(40.83700215523768, -73.92355561618771)"
40395688,09/27/2018 12:00:00 AM,10/02/2018 04:07:33 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11373,40-51 DENMAN STREET,DENMAN STREET,ELMHURST AVENUE,WHITNEY AVENUE,,,ADDRESS,Elmhurst,,N/A,Closed,10/27/2018 08:56:27 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/02/2018 04:07:33 PM,04 QUEENS,4015520001,QUEENS,1018511,211572,PHONE,Unspecified,QUEENS,,,,,,,,40.747326470048094,-73.876351530028,"(40.747326470048094, -73.876351530028)"
40404407,09/28/2018 12:00:00 AM,10/10/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10018,497 9 AVENUE,9 AVENUE,,,,,LATLONG,NEW YORK,,N/A,Closed,10/28/2018 06:40:09 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 12:00:00 AM,Unspecified MANHATTAN,,MANHATTAN,985691,214620,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.755758711537446,-73.99479875247795,"(40.755758711537446, -73.99479875247795)"
40410023,09/28/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11219,,,,,NEW UTRECTH AVENUE,43 STREET,INTERSECTION,BROOKLYN,,N/A,Assigned,10/28/2018 10:30:21 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/09/2018 07:51:44 AM,12 BROOKLYN,,BROOKLYN,985835,173104,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64180696920142,-73.99428875877793,"(40.64180696920142, -73.99428875877793)"
40415654,09/29/2018 12:00:00 AM,10/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11378,54-18 ARNOLD AVENUE,ARNOLD AVENUE,,,,,LATLONG,MASPETH,,N/A,Closed,10/29/2018 08:31:01 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/04/2018 12:00:00 AM,Unspecified QUEENS,,QUEENS,1009175,199258,MOBILE,Unspecified,QUEENS,,,,,,,,40.71355881546894,-73.91009088218705,"(40.71355881546894, -73.91009088218705)"
40275170,09/14/2018 12:00:00 AM,09/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10033,590 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST 185 STREET,WEST 187 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,10/14/2018 10:29:28 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/24/2018 12:00:00 AM,12 MANHATTAN,1021800039,MANHATTAN,1001668,250640,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8546066180005,-73.93703679621484,"(40.8546066180005, -73.93703679621484)"
40276716,09/14/2018 12:00:00 AM,09/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10040,162 BENNETT AVENUE,BENNETT AVENUE,WEST 187 STREET,WEST 189 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,10/14/2018 12:09:57 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/24/2018 12:00:00 AM,12 MANHATTAN,1021800459,MANHATTAN,1002418,250950,PHONE,Unspecified,MANHATTAN,,,,,,,,40.85545596380793,-73.93432483046786,"(40.85545596380793, -73.93432483046786)"
40423136,09/30/2018 12:00:00 AM,09/11/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11419,120-11 109TH AVE,109TH AVE,,,,,LATLONG,SOUTH RICHMOND HILL,,N/A,Pending,10/30/2018 02:29:27 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/30/2018 02:32:08 PM,Unspecified QUEENS,,QUEENS,1033864,188054,MOBILE,Unspecified,QUEENS,,,,,,,,40.682702509016366,-73.8211157784795,"(40.682702509016366, -73.8211157784795)"
40425618,09/30/2018 12:00:00 AM,10/03/2018 03:12:26 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10457,876 ARTHUR AVE,ARTHUR AVE,,,,,,BRONX,,N/A,Closed,10/30/2018 06:54:57 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/03/2018 03:12:26 PM,Unspecified BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,
40255503,09/12/2018 12:00:00 AM,09/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216,788 PARK PLACE,PARK PLACE,ROGERS AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/12/2018 11:32:05 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/20/2018 12:00:00 AM,08 BROOKLYN,3012400021,BROOKLYN,997675,184651,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67349091156138,-73.9516026235024,"(40.67349091156138, -73.9516026235024)"
40371034,09/24/2018 12:00:00 AM,10/10/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10018,,,,,9 AVENUE,WEST 37 STREET,INTERSECTION,NEW YORK,,N/A,Closed,10/24/2018 04:34:38 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 12:00:00 AM,04 MANHATTAN,,MANHATTAN,985657,214450,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75529211028051,-73.99492151006154,"(40.75529211028051, -73.99492151006154)"
40372217,09/24/2018 12:00:00 AM,08/31/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10029,50 EAST  105 STREET,EAST  105 STREET,5 AVENUE,MADISON AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,10/24/2018 09:25:40 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/24/2018 09:32:42 AM,11 MANHATTAN,,MANHATTAN,997872,228287,PHONE,Unspecified,MANHATTAN,,,,,,,,40.793260660428146,-73.95080408811296,"(40.793260660428146, -73.95080408811296)"
40372275,09/24/2018 12:00:00 AM,09/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10009,543 EAST    6 STREET,EAST    6 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,N/A,Closed,10/24/2018 02:22:06 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/24/2018 02:28:46 PM,03 MANHATTAN,1004020044,MANHATTAN,988988,203428,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72503830253884,-73.98290621035996,"(40.72503830253884, -73.98290621035996)"
40372830,09/25/2018 12:00:00 AM,09/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,47 MCKEEVER PLACE,MCKEEVER PLACE,MONTGOMERY STREET,SULLIVAN PLACE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/25/2018 06:18:14 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/25/2018 06:26:46 AM,09 BROOKLYN,3013020001,BROOKLYN,995616,181548,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66497675318992,-73.95903058778437,"(40.66497675318992, -73.95903058778437)"
40372837,09/25/2018 12:00:00 AM,08/21/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11217,178 NEVINS STREET,NEVINS STREET,WYCKOFF STREET,WARREN STREET,,,ADDRESS,BROOKLYN,,N/A,Pending,10/25/2018 09:31:12 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/25/2018 09:35:04 AM,02 BROOKLYN,3003930038,BROOKLYN,988509,188169,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68315618041909,-73.98464400054449,"(40.68315618041909, -73.98464400054449)"
40289653,09/15/2018 12:00:00 AM,09/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11216,653 PROSPECT PLACE,PROSPECT PLACE,,,,,LATLONG,BROOKLYN,,N/A,Closed,10/15/2018 10:17:18 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/20/2018 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,996757,185183,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67495247627301,-73.95491104290791,"(40.67495247627301, -73.95491104290791)"
40324688,09/19/2018 12:00:00 AM,09/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10033,714 WEST  181 STREET,WEST  181 STREET,BROADWAY,BENNETT AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/19/2018 02:53:53 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/24/2018 12:00:00 AM,12 MANHATTAN,1021760128,MANHATTAN,1001831,249098,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8503739641135,-73.9364516220175,"(40.8503739641135, -73.9364516220175)"
40332710,09/20/2018 12:00:00 AM,10/02/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Government Building,10030,2698 FREDERICK DOUGLAS BOULEVARD,FREDERICK DOUGLAS BOULEVARD,WEST 143 STREET,WEST 144 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,10/20/2018 10:08:41 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/02/2018 12:00:00 AM,10 MANHATTAN,1020290001,MANHATTAN,1000101,238652,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82170599775753,-73.94272957353319,"(40.82170599775753, -73.94272957353319)"
40347215,09/21/2018 12:00:00 AM,09/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11385,61-43 LINDEN STREET,LINDEN STREET,FRESH POND ROAD,64 STREET,,,ADDRESS,Ridgewood,,N/A,Closed,10/21/2018 10:24:45 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/24/2018 12:00:00 AM,05 QUEENS,4036100043,QUEENS,1012582,197953,PHONE,Unspecified,QUEENS,,,,,,,,40.7099666491326,-73.89780670079388,"(40.7099666491326, -73.89780670079388)"
40348193,09/21/2018 12:00:00 AM,09/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,1087 CARROLL STREET,CARROLL STREET,BEDFORD AVENUE,ROGERS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/21/2018 01:14:59 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/24/2018 12:00:00 AM,09 BROOKLYN,3012810040,BROOKLYN,997021,182419,PHONE,Unspecified,BROOKLYN,,,,,,,,40.667365539160876,-73.95396453397935,"(40.667365539160876, -73.95396453397935)"
40351628,09/22/2018 12:00:00 AM,09/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11385,60-50 PUTNAM AVENUE,PUTNAM AVENUE,,,,,LATLONG,RIDGEWOOD,,N/A,Closed,10/22/2018 02:28:29 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/24/2018 12:00:00 AM,Unspecified QUEENS,,QUEENS,1012331,196453,MOBILE,Unspecified,QUEENS,,,,,,,,40.70585030677981,-73.89871831070482,"(40.70585030677981, -73.89871831070482)"
40357925,09/23/2018 12:00:00 AM,09/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11208,2979 FULTON STREET,FULTON STREET,CLEVELAND STREET,ELTON STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,10/23/2018 01:07:13 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/24/2018 12:00:00 AM,05 BROOKLYN,3039400020,BROOKLYN,1016184,186998,PHONE,Unspecified,BROOKLYN,,,,,,,,40.679885473649605,-73.88486626562283,"(40.679885473649605, -73.88486626562283)"
